throughput,findClus,RawToDigi_kernel,kernelLineFit3,kernelLineFit4,kernel_connect,getHits,kernel_find_ntuplets,fishbone,clusterChargeCut,calibDigis,countModules,kernelFastFit3,kernelFastFit4,kernelFastFit5,kernelLineFit5,kernel_fillHitDetIndices,kernel_mark_used,finalizeBulk,kernel_earlyDuplicateRemover,kernel_countMultiplicity,kernel_fillMultiplicity,kernel_checkOverflows,initDoublets,kernel_classifyTracks,kernel_fishboneCleaner,kernel_fastDuplicateRemover,kernel_countHitInTracks,kernel_fillHitInTracks,kernel_tripletCleaner,kernel_doStatsForHitInTracks,kernel_doStatsForTracks
1207.69,96,160,96,192,64,160,96,128,64,32,64,32,192,192,224,32,128,96,128,256,160,128,96,256,96,256,32,192,128,128,224
1153.89,192,160,128,256,256,32,256,256,224,224,96,64,192,192,192,96,64,224,160,64,224,32,32,160,32,64,192,64,256,224,160
1132.57,192,256,160,224,64,256,96,64,256,160,128,160,96,96,32,32,224,96,96,192,160,128,192,64,64,128,192,32,96,224,64
1148.51,64,32,160,192,64,160,224,224,160,256,96,256,96,32,128,256,128,32,32,192,32,96,32,224,128,32,128,96,32,32,32
1194.57,192,160,96,256,192,96,160,64,32,256,128,192,192,32,160,192,64,128,192,64,96,32,128,192,160,160,224,32,128,192,160
1155.29,256,128,96,224,192,64,96,32,64,64,128,160,128,192,192,64,96,32,224,64,32,224,64,224,256,32,128,224,192,256,96
1200.52,96,32,96,256,256,128,64,96,192,160,192,192,192,64,128,128,32,256,256,128,192,32,64,160,96,160,160,128,192,256,160
1128.45,96,64,128,192,128,224,224,32,192,96,128,224,128,256,192,224,64,128,192,64,256,160,160,32,256,64,32,256,192,32,192
1154.36,64,96,192,128,192,224,32,160,256,160,64,64,128,160,224,192,96,192,224,160,160,128,224,224,96,192,128,32,64,64,192
1198.23,160,128,192,192,64,128,160,224,32,192,32,256,160,192,64,96,32,160,256,224,160,192,160,256,160,224,192,256,32,32,128
1135.02,64,224,224,160,128,256,256,128,224,224,160,224,128,192,160,96,160,160,256,64,224,256,256,224,32,32,160,160,256,96,64
1182.11,128,192,192,128,256,192,160,256,32,32,96,32,64,256,96,192,96,160,192,256,224,64,128,128,192,96,128,192,256,96,192
1197.61,192,256,64,256,128,96,224,128,128,128,96,160,32,160,224,224,64,160,96,96,256,192,256,256,256,96,64,256,128,160,192
1164.25,256,64,160,64,128,96,192,256,96,128,32,256,128,192,96,32,32,192,224,32,64,64,64,256,32,256,160,32,32,128,64
1143.09,64,96,160,32,64,224,224,128,32,192,256,32,96,256,160,192,64,224,64,128,32,256,128,160,256,32,192,64,224,96,192
1185.78,128,256,192,128,256,160,256,192,128,160,128,32,32,64,224,224,160,192,160,64,96,32,128,192,192,64,96,160,224,32,160
1128.95,160,192,224,256,256,224,64,32,256,256,32,32,32,32,224,32,96,256,32,256,128,160,64,160,256,128,128,224,128,192,32
1157.58,128,32,192,192,128,224,224,192,96,32,224,128,32,224,224,224,96,32,192,160,224,128,256,96,224,96,224,192,224,96,160
1212.38,128,96,224,224,256,64,64,96,160,128,192,224,192,256,96,128,192,256,256,64,192,128,32,64,160,64,160,96,256,128,32
1194.5,96,192,128,192,256,96,128,160,256,64,96,32,160,192,64,96,96,224,224,256,160,224,64,160,192,160,96,224,192,96,160
1148.41,224,192,64,128,192,32,224,256,224,224,224,160,32,128,224,192,160,256,256,224,160,192,64,96,256,96,224,32,64,192,64
1178.38,160,64,192,160,256,32,192,96,192,96,96,64,32,96,256,224,32,32,96,128,256,64,160,160,192,224,96,256,128,128,96
1139.47,224,256,32,96,256,192,128,224,224,256,96,32,192,64,128,64,64,256,160,64,32,64,256,192,32,192,160,192,128,32,192
1221.78,160,160,32,128,128,64,128,128,160,192,224,256,96,256,128,160,32,160,224,192,128,64,256,224,256,32,224,192,96,256,224
1155.22,256,64,192,256,64,96,128,64,192,64,160,160,96,128,192,128,224,96,160,32,256,32,128,64,256,64,160,128,256,256,128
1110.68,64,32,224,128,64,256,160,32,256,256,224,96,64,160,256,192,256,192,32,192,128,96,32,32,32,64,256,224,192,64,32
1168.56,128,160,128,256,192,192,96,32,64,128,224,32,96,128,256,96,32,32,96,160,224,64,32,96,160,64,224,64,64,32,64
1129.7,192,160,192,64,256,192,224,256,224,192,224,256,32,160,128,192,256,256,128,64,224,32,96,128,32,32,160,64,192,192,256
1205.33,128,192,224,224,256,160,64,224,128,96,256,256,64,256,224,96,160,64,224,96,192,160,64,128,96,224,224,224,160,64,64
1162.39,160,224,128,192,128,256,192,128,64,128,192,160,96,32,32,160,128,192,192,160,96,224,192,224,224,32,96,96,64,128,96
1138.36,224,96,256,256,64,64,256,128,224,160,96,32,96,160,160,128,32,64,224,96,192,128,192,224,224,64,192,160,160,160,128
1154.76,160,224,256,96,64,224,256,64,64,192,256,160,160,224,192,256,128,64,256,32,64,64,192,224,256,256,96,128,224,64,256
1164.07,128,192,224,256,192,192,160,96,256,128,96,96,96,96,192,32,128,128,128,96,64,64,224,224,64,192,96,256,256,64,32
1175.05,128,192,160,224,192,160,224,64,96,256,224,224,64,64,128,192,96,64,96,32,64,32,160,192,224,32,160,192,64,32,64
1206.92,128,160,64,160,128,192,64,256,32,64,192,32,96,192,64,160,160,128,256,32,224,128,64,160,160,128,192,192,128,224,256
1133.03,224,160,256,256,128,128,192,32,192,256,256,128,224,192,256,192,128,128,96,160,32,160,224,32,32,192,64,96,128,192,96
1128.46,64,192,128,96,64,256,96,32,192,128,128,32,256,32,32,64,64,128,32,256,256,96,64,128,224,64,96,128,192,32,96
1161.99,64,32,192,224,128,32,224,32,128,128,160,96,96,128,32,160,192,96,256,192,64,64,160,192,160,224,224,224,256,256,192
1203.32,64,192,256,192,128,160,128,64,32,96,96,192,160,160,128,160,224,192,32,256,96,128,192,192,224,96,128,160,256,128,96
1131.43,192,256,32,64,192,256,192,256,256,160,224,32,192,256,256,32,32,160,64,160,192,64,192,160,160,96,64,64,128,32,224
1139.02,224,256,96,160,64,192,256,96,64,256,192,32,32,96,64,96,96,192,96,32,224,96,256,224,32,192,160,224,192,192,128
1157.97,256,256,160,224,192,128,192,192,32,32,224,160,256,96,192,160,256,96,96,224,224,96,96,160,192,192,128,128,224,160,32
1222.21,64,64,256,64,128,128,128,64,32,96,256,224,128,256,128,224,64,64,224,128,256,224,192,256,192,64,192,256,128,64,32
1187.08,96,64,96,128,192,224,64,256,64,160,64,192,224,32,192,224,224,96,224,32,32,64,224,128,256,160,64,96,128,96,96
1151.41,128,128,224,224,64,224,160,224,224,96,224,224,96,192,128,160,160,160,256,160,192,224,224,160,160,128,64,96,192,192,96
1178.72,160,224,32,32,192,256,64,256,128,128,64,128,32,160,224,64,128,128,32,32,256,160,256,64,192,32,64,256,128,64,96
1119.43,192,128,192,224,192,256,224,224,256,160,32,256,160,128,224,32,192,224,160,192,192,64,256,64,96,96,64,96,128,160,32
1192.49,128,32,192,160,64,96,192,160,32,192,256,128,32,224,96,32,192,64,64,64,192,96,160,96,128,96,96,160,96,32,64
1142.18,256,160,160,224,128,192,192,224,64,128,160,64,160,96,64,256,256,32,256,192,256,256,224,128,32,224,32,128,32,96,160
1224.35,128,256,128,64,64,128,96,64,64,224,256,32,64,96,160,224,128,64,160,224,256,160,256,160,256,192,224,32,96,96,96
1143.48,224,32,256,192,64,192,32,224,128,160,224,256,128,96,32,256,224,160,32,192,224,256,128,160,32,256,64,224,64,256,128
1179.41,224,32,192,64,128,128,128,160,128,256,192,64,96,32,160,224,128,224,96,224,256,128,192,192,128,160,128,224,32,96,256
1164.51,160,96,224,128,256,128,256,224,256,32,128,96,128,64,192,32,96,128,160,160,96,64,128,224,192,96,64,64,32,96,128
1142.09,96,96,224,64,128,224,256,256,256,128,160,32,192,224,160,224,224,128,64,256,32,128,128,64,64,128,128,64,64,64,32
1209.81,64,160,64,256,192,96,32,96,160,96,192,96,128,160,192,256,128,160,64,192,256,160,96,64,128,96,32,64,160,32,256
1195.31,128,256,32,128,256,160,256,96,96,192,256,64,96,256,128,256,96,32,128,224,64,96,224,192,256,224,128,224,160,192,128
1150.3,256,32,192,160,256,96,128,256,160,32,128,224,224,192,192,224,64,128,32,192,32,128,96,128,96,64,256,64,64,128,224
1205.3,160,192,128,128,256,96,96,256,32,256,128,32,256,192,64,32,160,192,32,160,64,224,64,96,160,160,96,128,160,32,192
1173.46,192,256,64,128,64,128,224,64,160,32,160,128,96,224,224,224,32,32,192,160,256,96,224,256,128,96,128,160,192,192,128
1128.9,192,224,224,256,192,256,96,32,160,192,224,224,32,96,192,256,256,96,160,224,192,160,160,32,128,160,192,32,256,128,96
1198.98,128,224,96,192,192,32,128,160,192,192,96,160,224,32,160,224,256,64,128,128,32,256,256,256,192,256,128,224,160,160,160
1176.47,96,64,32,256,192,224,32,128,160,224,160,192,64,64,32,160,128,128,160,160,160,128,160,32,64,224,160,256,64,96,128
1182.19,64,128,160,96,192,192,96,256,32,96,224,160,256,192,160,192,160,64,160,64,224,96,32,256,160,256,64,160,64,160,160
1128.09,128,64,256,224,256,224,64,32,256,160,224,256,256,224,224,96,192,160,256,32,160,64,224,128,256,32,32,192,192,32,96
1147.73,224,192,128,128,128,128,160,160,256,224,160,128,96,224,96,64,192,32,32,128,64,32,160,256,192,32,160,32,128,64,192
1129.02,256,96,96,256,128,256,256,224,64,64,192,128,64,256,96,64,128,32,64,96,256,96,32,128,256,96,224,96,128,64,192
1219.01,160,256,32,160,192,64,96,224,32,64,64,96,128,160,224,256,96,32,192,256,256,256,224,96,64,224,256,32,32,64,96
1231.19,128,64,256,96,128,64,64,192,64,224,64,256,96,256,128,160,224,224,32,224,160,96,224,32,64,160,160,96,96,96,64
1200.51,160,96,96,32,64,96,128,128,192,32,192,256,64,256,224,32,256,64,160,160,160,160,224,256,192,224,128,64,224,224,96
1119.65,256,32,160,160,64,256,96,256,192,96,160,64,224,224,128,224,96,192,256,224,256,256,192,32,32,128,160,64,32,32,160
1217.39,96,128,96,256,256,128,96,160,32,192,64,192,160,192,160,64,96,160,96,256,128,224,96,96,96,160,128,96,64,224,224
1178.5,224,96,128,224,64,160,32,128,32,224,224,160,96,160,96,160,224,192,128,64,224,192,96,32,32,256,64,32,96,160,224
1120.6,256,64,192,192,128,224,160,192,192,32,160,256,224,64,128,192,64,128,256,256,64,224,96,128,32,160,128,224,160,256,192
1206.52,128,32,96,224,192,160,96,64,128,128,128,192,96,160,64,32,64,192,160,96,224,128,128,192,32,224,64,128,160,192,64
1183.43,192,96,128,32,192,32,32,192,224,256,160,32,32,192,64,64,160,32,160,160,224,64,224,96,128,96,224,128,256,32,32
1190.74,96,128,64,32,192,96,160,192,96,32,160,64,160,96,64,32,64,64,160,224,192,160,64,256,96,160,192,256,96,256,192
1147.65,128,256,128,224,192,32,256,64,128,256,64,96,96,256,256,128,256,160,192,256,160,64,128,64,224,256,160,160,96,64,192
1124.88,128,160,128,224,256,256,256,224,224,192,224,224,256,96,256,192,96,224,32,32,128,224,96,192,32,96,256,224,64,96,96
1191.37,160,160,160,192,64,192,64,64,32,96,64,192,256,256,128,192,64,256,128,128,32,32,96,160,128,64,128,192,224,224,96
1188.22,64,32,256,224,256,160,32,224,96,32,128,160,256,160,64,96,224,96,256,128,224,128,160,32,32,64,224,96,32,256,64
1143.64,256,160,192,192,64,96,256,64,160,256,256,96,160,256,96,224,32,256,64,96,32,160,64,128,256,256,192,224,32,128,64
1109.23,256,256,192,192,64,224,192,160,256,160,256,256,64,224,64,128,32,128,96,64,96,256,96,32,64,128,160,96,192,160,96
1181.55,96,160,32,256,128,160,192,160,256,256,128,256,224,64,64,192,128,128,128,160,32,224,192,96,256,64,192,192,64,192,32
1191.15,128,192,192,96,256,32,256,128,32,192,32,160,64,64,96,192,64,256,160,192,160,96,224,256,128,160,192,160,192,224,224
1123.89,224,160,192,224,192,224,160,64,160,256,128,32,128,64,160,224,64,192,96,64,256,128,192,192,160,64,128,224,32,96,128
1130.96,128,224,192,224,64,256,32,32,224,256,96,192,64,224,160,192,224,64,64,128,32,32,96,256,256,128,32,32,160,256,32
1118.95,192,96,64,192,64,192,256,32,192,96,160,160,32,64,96,32,32,160,160,160,224,224,32,256,160,32,224,96,96,32,192
1182.84,192,64,192,224,256,160,128,224,64,160,224,192,32,224,128,128,128,96,192,32,256,64,160,160,128,96,128,160,192,32,64
1147.31,192,32,192,128,256,96,256,32,96,96,160,192,128,128,32,96,192,224,64,96,160,64,32,256,224,32,96,64,160,160,128
1158.61,96,64,32,224,128,192,256,256,256,32,32,192,64,128,96,224,64,160,128,224,128,160,64,128,160,96,256,192,256,96,96
1177.25,64,224,96,128,128,192,96,192,192,256,192,192,64,160,96,160,224,160,32,64,32,256,192,192,128,224,96,256,256,32,224
1183.68,128,192,256,128,192,160,160,192,224,64,192,192,128,96,128,128,160,256,192,160,64,160,128,224,224,96,64,32,128,128,224
1097.84,256,256,128,224,192,256,224,32,128,224,224,224,160,160,160,256,64,256,192,224,224,32,192,64,32,32,224,64,96,192,64
1162.45,64,64,256,224,128,32,128,32,256,160,128,128,192,128,224,256,64,224,256,160,128,32,64,96,256,32,224,224,96,192,224
1230.14,128,256,160,96,128,64,32,64,64,192,256,256,128,160,256,160,160,160,160,192,32,256,224,192,96,224,192,224,64,64,192
1184.44,128,128,224,192,256,96,224,96,160,96,256,224,128,256,224,160,192,96,224,160,96,224,256,128,32,96,192,256,224,96,96
1150.4,224,160,256,192,256,160,160,192,64,128,64,224,96,96,224,64,256,192,224,128,256,192,96,32,32,32,256,128,32,256,128
1171.32,128,96,64,128,256,192,96,32,160,256,96,64,192,64,96,64,64,64,192,128,256,256,160,224,192,96,160,64,128,64,256
1207.65,128,32,160,160,128,64,96,256,160,192,32,64,32,224,32,96,32,224,64,224,96,192,224,160,128,32,96,128,160,128,160
1191.58,128,256,32,256,192,32,224,64,160,64,96,224,160,192,192,224,256,160,128,128,64,64,32,96,32,192,160,192,256,192,96
1159.97,192,96,128,64,256,224,32,96,64,32,32,160,192,160,160,256,224,160,32,256,256,224,160,256,224,256,224,256,32,192,256
1194.98,192,192,160,64,256,128,64,64,128,128,128,160,192,32,96,224,128,224,192,160,64,224,224,192,160,96,160,96,192,32,64
1176.13,96,256,192,256,256,32,224,256,160,64,64,96,192,32,128,32,32,160,160,224,32,192,192,192,160,160,256,96,128,256,128
1217.48,128,224,64,64,128,96,192,64,32,64,128,96,128,256,224,224,160,32,64,192,32,192,64,32,160,224,96,256,192,256,96
1143.14,256,224,224,256,256,128,192,192,192,160,224,160,192,128,32,128,256,32,64,32,64,192,32,64,96,96,64,224,160,224,96
1131.72,224,96,128,224,256,224,96,96,192,160,224,96,32,160,96,64,224,128,96,96,96,64,192,64,192,160,128,128,192,256,256
1147.66,224,64,160,32,256,192,64,64,192,256,96,64,256,192,32,256,128,32,192,192,32,128,160,32,224,128,224,64,160,96,96
1197.97,96,224,64,64,128,96,192,192,224,160,128,128,256,128,128,96,64,32,64,160,224,192,96,128,96,160,32,256,32,32,256
1168.56,256,224,224,256,64,160,96,224,64,160,192,32,160,192,224,160,32,256,64,256,192,256,160,32,64,128,64,160,192,256,224
1112.26,224,224,32,160,64,224,128,32,256,128,160,32,192,64,256,256,224,256,64,64,256,96,256,64,96,256,256,224,64,256,32
1151.59,64,32,160,224,192,160,224,64,224,64,64,96,128,160,64,64,160,224,32,32,96,128,160,128,96,224,192,224,64,192,224
1141.83,192,224,256,64,64,224,32,32,64,256,96,224,256,192,32,64,96,224,96,256,96,128,160,128,192,32,256,32,224,64,192
1140.22,224,256,192,192,192,256,32,224,32,64,32,32,160,64,256,224,128,64,32,192,32,256,32,32,128,192,160,64,192,224,128
1200.13,256,128,32,96,128,32,128,160,128,64,160,128,96,224,64,128,256,128,160,160,224,128,64,192,96,256,64,160,224,64,64
1172.17,192,64,32,128,192,224,32,64,128,192,64,96,224,192,128,224,64,32,32,128,192,256,256,160,128,32,256,32,96,224,256
1199.5,128,96,96,224,256,192,128,160,96,96,160,192,64,64,128,96,128,160,224,128,192,256,192,224,160,192,160,224,64,64,64
1144.11,256,96,256,32,64,256,128,96,160,256,256,128,32,256,160,192,256,32,192,160,96,128,224,96,192,192,96,32,128,32,32
1191.71,64,192,32,128,256,96,32,32,160,64,32,160,64,64,192,128,64,192,64,192,192,128,256,128,256,224,96,32,96,32,32
1111.96,224,224,192,192,256,256,256,96,192,256,224,160,192,256,32,224,32,96,96,64,32,160,160,160,96,160,160,224,64,192,64
1148.99,256,64,256,160,128,160,160,160,256,32,192,64,160,32,32,256,32,224,64,256,32,256,160,96,32,256,224,64,256,128,64
1156.93,128,224,160,160,256,256,224,64,128,160,224,128,128,224,128,96,160,224,128,160,64,96,64,256,224,128,128,64,224,128,160
1146.74,256,256,32,224,256,224,64,256,96,224,32,256,160,96,96,64,192,32,128,32,256,160,224,160,192,32,256,64,128,96,160
1140.39,224,224,160,32,128,256,96,160,192,64,224,96,224,64,160,192,160,224,192,224,64,160,32,32,96,96,96,160,224,192,96
1178.33,128,64,96,128,64,160,160,32,128,96,32,160,128,224,192,224,128,128,32,256,256,224,96,32,256,256,96,128,192,160,160
1222.39,96,224,128,128,128,160,64,96,64,32,128,32,160,160,64,192,96,32,160,224,128,256,224,32,192,32,128,64,224,128,128
1186.86,128,256,256,192,192,192,32,192,256,224,96,128,224,192,128,128,32,96,160,224,128,256,192,32,160,160,128,160,128,256,96
1222.16,128,32,64,64,64,96,96,256,128,128,256,256,128,160,64,224,224,96,32,192,128,256,224,32,160,160,32,32,128,224,192
1158.85,224,64,256,224,256,128,32,256,192,256,96,64,192,256,160,32,32,128,256,128,96,96,224,32,256,32,160,192,160,96,256
1165.31,160,64,96,32,64,192,256,128,192,224,160,160,192,256,32,160,160,256,96,32,160,128,32,96,96,192,128,96,96,64,224
1150.52,96,32,160,160,64,256,128,96,256,224,64,192,160,224,192,224,256,96,128,160,256,128,256,32,192,256,32,256,64,128,192
1150.44,192,256,192,224,192,224,96,160,128,192,128,192,192,160,64,128,96,64,192,256,128,224,160,160,96,32,224,128,160,160,160
1172.48,192,224,160,64,128,64,160,192,224,32,128,160,96,192,96,224,96,96,32,224,128,96,96,192,224,256,224,128,192,192,256
1192.54,160,32,256,64,256,160,96,256,160,64,32,96,256,192,224,128,128,32,256,160,192,224,256,128,256,64,224,160,64,256,128
1202.4,64,128,96,256,64,64,160,96,64,192,96,224,32,128,128,192,96,160,128,160,32,256,192,160,192,96,192,64,32,192,128
1177.48,224,224,256,64,192,128,160,128,128,32,256,160,256,224,96,160,160,128,192,32,224,256,64,224,160,160,64,224,256,96,32
1202.02,128,96,64,64,192,128,160,96,160,64,128,224,160,128,32,32,192,128,32,128,192,160,224,160,64,256,96,160,32,224,192
1179.95,224,256,128,64,192,160,96,128,32,256,192,256,224,192,256,160,32,32,160,128,192,192,64,64,192,224,32,96,160,64,256
1134.03,256,160,192,256,64,96,256,32,32,128,224,224,96,64,96,160,32,64,192,96,128,128,192,256,32,128,224,96,192,96,96
1170.31,192,128,64,160,192,256,64,256,96,128,64,256,32,32,96,32,128,192,224,64,224,32,224,192,224,128,224,32,64,128,96
1204.7,64,32,160,96,192,128,128,160,64,160,64,192,192,224,96,128,96,96,256,64,160,256,160,160,64,64,224,96,256,224,256
1197.43,96,192,128,160,192,32,224,96,32,96,256,192,192,64,160,96,160,96,128,224,256,128,192,96,192,192,128,256,224,96,64
1220.03,160,256,224,256,128,32,128,160,64,96,96,160,256,192,64,64,160,96,96,224,224,256,224,96,192,256,32,192,160,256,160
1211.16,160,96,128,256,64,32,64,224,96,160,128,224,160,32,64,32,160,64,160,32,32,96,128,64,224,224,224,160,160,64,64
1134.65,64,160,256,64,64,224,160,32,160,160,224,32,32,192,32,192,192,256,224,32,128,256,64,160,256,160,256,224,128,96,192
1171.87,224,96,256,64,192,64,96,96,192,224,96,96,64,64,32,224,64,256,224,32,256,32,32,64,160,192,96,192,256,192,160
1220.21,128,256,224,128,192,32,64,64,96,64,128,96,192,128,160,128,64,128,64,32,32,64,224,128,96,160,96,256,224,96,32
1142.93,224,256,96,128,256,96,224,96,224,224,160,64,192,96,32,192,64,96,192,128,96,128,192,160,192,64,160,96,128,64,160
1171.51,160,256,160,128,192,256,128,64,64,128,64,64,32,160,96,256,32,128,192,256,160,64,160,256,160,32,192,224,128,128,32
1119.81,192,32,224,64,64,224,256,256,192,32,64,160,64,224,160,96,224,160,32,224,192,64,128,192,192,160,256,96,224,192,128
1130.72,224,224,256,32,128,192,192,96,224,32,256,192,256,224,224,128,64,96,96,128,256,96,96,64,160,224,256,192,64,64,32
1168.05,96,256,128,32,192,192,160,160,256,96,64,160,224,32,64,128,192,96,192,32,64,224,64,64,192,64,160,128,160,256,256
1133.88,256,128,64,32,64,192,192,256,192,256,160,160,160,96,224,64,32,64,64,96,64,192,192,96,32,64,32,224,160,96,64
1211.91,96,192,64,160,192,96,64,256,32,64,128,32,32,160,256,128,32,128,32,256,96,64,256,256,128,32,32,160,128,32,256
1123.72,96,32,224,224,64,256,224,32,64,128,32,224,192,96,160,256,128,64,192,160,192,160,192,160,224,32,96,96,192,64,160
1185.33,96,64,32,192,256,160,192,64,160,96,64,32,64,160,128,224,224,128,160,64,128,32,256,192,64,224,64,128,96,32,32
1164.41,224,128,32,224,64,96,160,224,160,96,192,128,224,128,256,128,128,224,224,192,192,192,192,64,64,96,192,224,32,32,32
1127.47,224,192,192,192,64,224,64,64,160,192,128,64,64,96,192,160,64,64,32,64,256,64,256,128,224,64,64,64,224,96,128
1142.32,64,32,192,256,192,32,160,32,256,128,32,256,256,160,192,96,256,160,64,128,224,64,160,128,256,192,256,64,96,96,160
1170.61,128,96,224,32,192,192,160,224,160,224,192,32,256,256,96,96,224,128,128,96,128,64,32,64,96,32,192,64,256,224,64
1174.14,224,32,128,64,192,64,128,256,160,96,192,96,64,96,128,32,96,128,96,160,96,96,96,96,128,160,128,192,256,224,32
1181.42,64,96,128,224,64,64,256,192,160,64,64,96,160,160,32,224,32,96,192,224,96,256,128,256,192,256,96,128,32,256,224
1143.91,256,160,160,192,64,96,160,160,224,160,224,160,192,32,64,32,64,64,160,256,224,32,160,192,128,224,192,256,224,192,192
1167.45,64,96,128,128,192,224,160,256,128,224,128,64,192,256,96,192,96,256,192,192,96,192,224,256,32,96,192,32,128,224,32
1139.74,256,96,128,256,256,192,192,224,32,224,192,224,96,64,256,96,256,32,128,256,256,160,192,192,160,160,160,64,64,64,64
1182.96,64,192,192,256,192,32,224,160,64,224,96,224,224,224,32,256,256,32,96,96,96,32,224,96,32,64,192,256,256,192,224
1190.19,128,32,64,160,64,64,192,160,192,96,224,128,224,96,160,64,128,96,192,32,128,128,256,160,160,64,192,224,96,224,64
1203.07,128,160,224,128,64,64,64,160,224,128,96,224,160,64,96,224,192,96,64,128,32,256,64,160,96,96,128,160,96,192,96
1167.64,64,160,128,32,64,256,32,128,160,160,64,224,32,96,96,96,224,192,192,64,192,128,32,32,256,256,256,32,256,256,256
1185.25,128,96,256,224,64,160,224,96,96,96,128,256,160,224,32,192,64,160,128,96,256,64,64,192,192,192,192,256,64,224,224
1187.89,160,96,32,256,128,192,192,64,128,128,32,32,256,128,160,160,192,64,96,96,160,224,192,128,128,64,96,64,32,96,224
1153.42,192,96,192,256,64,192,32,160,192,96,96,256,128,128,256,64,96,128,128,32,64,96,256,224,128,32,32,96,96,32,224
1208.98,192,224,32,224,128,32,64,256,96,256,160,224,256,160,160,256,32,256,32,256,32,64,192,224,224,64,160,256,32,64,32
1194.23,192,32,224,96,192,96,160,128,96,160,192,64,128,192,128,192,256,160,32,256,256,160,32,96,32,96,128,64,96,256,96
1185.48,192,32,224,256,128,160,192,96,96,192,96,128,224,128,128,64,256,32,256,64,256,224,96,192,32,96,96,32,64,160,256
1172.2,192,96,64,256,128,32,192,32,96,64,192,192,64,64,224,192,64,64,96,256,160,192,64,192,64,64,256,256,64,64,224
1184.01,128,32,160,256,192,192,160,224,64,160,96,256,96,96,32,160,256,192,128,32,128,192,224,32,96,128,160,96,160,224,96
1216.11,128,32,128,32,192,160,32,192,96,192,160,256,256,32,128,224,64,96,128,192,128,160,192,160,224,32,64,192,128,32,64
1199.78,96,32,32,192,64,32,256,160,64,192,256,160,64,64,192,64,256,64,64,96,128,128,128,224,160,96,256,192,192,64,128
1163.95,256,160,160,256,128,64,128,64,256,128,128,224,128,256,128,64,32,32,64,128,256,32,224,64,96,160,256,224,96,160,224
1180.76,96,256,160,256,64,224,32,160,96,160,160,96,256,256,64,224,96,160,192,192,96,256,256,224,256,64,128,256,96,64,256
1189.35,160,224,192,224,256,192,64,224,128,64,224,64,160,224,256,32,128,256,96,64,160,192,224,160,224,160,224,128,224,128,32
1191.82,224,32,64,256,128,64,64,192,64,32,32,224,128,128,192,32,160,128,256,128,32,128,160,32,160,192,256,32,32,32,128
1165.23,192,160,96,192,256,256,32,192,128,192,224,64,192,160,96,224,224,224,224,64,96,160,64,256,224,192,160,96,96,128,32
1187.77,256,96,256,96,256,96,64,160,64,32,192,96,32,224,64,128,256,192,128,224,224,256,64,64,128,256,256,128,64,64,160
1171.21,64,160,160,128,256,128,160,32,32,128,96,32,96,32,224,96,224,128,128,128,64,256,192,160,256,224,64,256,96,96,192
1168.84,128,160,160,96,64,256,128,224,96,128,256,32,224,192,96,160,96,96,96,224,192,192,160,96,160,32,32,96,96,256,128
1200.06,64,128,128,128,128,32,256,64,96,192,160,192,128,160,256,160,64,192,192,160,128,256,64,160,256,224,192,128,64,64,32
1141.19,192,160,256,160,128,224,32,32,160,96,224,192,32,192,128,192,64,160,224,96,32,96,192,192,256,224,32,224,256,256,224
1174.04,224,64,64,160,192,96,64,96,192,64,256,96,64,64,192,256,224,160,192,96,32,224,160,32,32,224,256,64,96,128,64
1208.03,160,128,160,96,128,128,256,160,32,128,64,256,32,32,96,256,128,32,128,160,96,128,192,32,96,64,32,32,160,224,224
1126.02,256,128,64,128,64,224,224,128,32,160,96,160,96,32,160,64,96,96,224,32,128,224,128,224,160,32,128,96,160,224,128
1191.02,64,192,192,256,192,160,96,160,64,192,32,64,224,256,128,64,160,224,160,64,32,256,224,224,160,32,32,192,224,160,32
1210.15,128,160,32,160,128,96,224,64,64,256,32,64,224,32,160,96,64,192,192,32,64,32,128,64,224,64,256,96,64,224,192
1182.23,256,64,64,160,192,96,32,160,160,128,192,96,32,64,96,224,128,160,128,32,128,128,32,224,224,160,160,128,64,256,96
1174.09,96,256,256,64,192,256,96,160,64,64,64,192,160,224,96,192,160,160,256,256,32,224,64,32,128,32,192,128,128,160,32
1182.83,192,32,96,128,192,32,224,256,64,160,64,256,192,128,32,256,160,160,128,96,96,96,32,32,160,256,256,256,96,224,160
1208.42,128,256,224,128,128,128,256,96,128,256,160,96,160,224,64,192,192,160,96,256,32,160,224,32,160,96,224,192,64,96,32
1207.61,160,256,192,192,192,128,96,160,128,160,256,128,64,192,96,256,224,160,64,96,256,192,128,224,128,256,32,128,32,96,32
1161.61,256,256,256,128,256,96,224,96,64,256,224,64,128,128,192,160,128,256,64,128,64,96,256,256,256,96,192,32,64,128,192
1163.25,224,256,96,192,64,64,256,64,96,96,128,64,192,192,224,64,32,128,160,128,192,160,160,64,224,64,192,96,192,32,224
1192.05,96,160,96,224,128,32,160,160,192,160,96,160,64,32,96,192,64,192,32,224,192,128,224,224,32,128,96,160,96,128,160
1222.2,96,32,96,224,192,64,32,128,32,96,128,32,256,32,256,160,224,128,256,256,192,128,192,32,64,96,96,160,128,160,96
1194.93,128,192,32,96,64,64,160,192,256,224,96,160,64,256,96,96,224,192,192,224,160,96,192,192,64,192,256,32,224,224,32
1185.52,96,224,256,192,192,32,96,32,128,224,192,128,128,96,96,256,32,160,32,96,128,224,128,96,96,96,96,192,96,160,96
